index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
105,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,2.169,2.16900,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
106,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,1.777,1.77700,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
107,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,0.219,0.21900,,,,,Includes Dentists</br> Data Source: Ministry of Health
108,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,TUR,Turkey,,0.211,0.21100,,,,,Includes Dentists</br> Data Source: Ministry of Health
109,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,TUR,Turkey,,0.209,0.20900,,,,,Includes Dentists</br> Data Source: Ministry of Health
110,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,0.267,0.26700,,,,,Includes Dentists</br> Data Source: Ministry of Health
111,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,0.35,0.35000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
112,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,0.338,0.33800,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
113,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,0.335,0.33500,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
114,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,0.337,0.33700,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
115,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1978,1978,,EUR,1978,1978,Europe,,,,,TUR,Turkey,,11280,11280.00000,,,,,
116,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,23140,23140.00000,,,,,
117,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,TUR,Turkey,,22065,22065.00000,,,,,
118,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,18366,18366.00000,,,,,
119,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,TUR,Turkey,,20557,20557.00000,,,,,
120,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,22119,22119.00000,,,,,
121,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,TUR,Turkey,,12866,12866.00000,,,,,
122,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,18366,18366.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
123,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,19090,19090.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
124,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,17696,17696.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
125,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,16593,16593.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
126,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,22289,22289.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
127,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,TUR,Turkey,,3981,3981.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
128,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1973,1973,,EUR,1973,1973,Europe,,,,,TUR,Turkey,,4781,4781.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
129,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1974,1974,,EUR,1974,1974,Europe,,,,,TUR,Turkey,,4715,4715.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
130,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,15792,15792.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
131,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,21099,21099.00000,,,,,"Includes Dentists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
132,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,22996,22996.00000,,,,,"Includes Dentists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
133,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,21404,21404.00000,,,,,"Includes Dentists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
134,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,24834,24834.00000,,,,,Includes Dentist</br> Data Source: Ministry of Health statistics
135,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1978,1978,,EUR,1978,1978,Europe,,,,,TUR,Turkey,,6826,6826.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
136,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,TUR,Turkey,,7021,7021.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
137,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,TUR,Turkey,,10132,10132.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
138,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1974,1974,,EUR,1974,1974,Europe,,,,,TUR,Turkey,,4269,4269.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
139,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,,,,TUR,Turkey,,10704,10704.00000,,,,,
140,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,TUR,Turkey,,10456,10456.00000,,,,,
141,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,10525,10525.00000,,,,,
142,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,TUR,Turkey,,11684,11684.00000,,,,,
143,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,TUR,Turkey,,43032,43032.00000,,,,,
144,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,51887,51887.00000,,,,,
145,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,52993,52993.00000,,,,,
146,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,50106,50106.00000,,,,,
147,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,57416,57416.00000,,,,,
148,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,0.434,0.43400,,,,,
149,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,0.433,0.43300,,,,,
150,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,0.507,0.50700,,,,,
151,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,0.535,0.53500,,,,,
152,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,1.143,1.14300,,,,,
153,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,1.273,1.27300,,,,,
154,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,1.313,1.31300,,,,,
155,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,1988-1993,1988-1993,,EUR,1988,1993,Europe,,,,,TUR,Turkey,,35.9,35.90000,,,,,"DHS 1993. Ministry of Health [Turkey], Hacettepe University Institute of Population Studies [Turkey], Macro International. Turkish Demographic and Health Survey 1993. Ankara, Turkey: Ministry of Health [Turkey], Hacettepe University Institute of Population Studies [Turkey], Macro International; 1994. "
156,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,1993-1998,1993-1998,,EUR,1993,1998,Europe,,,,,TUR,Turkey,,42,42.00000,,,,,"DHS 1998. Hacettepe University, Institute of Population Studies [Turkey], Macro International. Turkey Demographic and Health Survey 1998. Ankara, Turkey: Hacettepe University, Institute of Population Studies [Turkey], Macro International; 1999."
157,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,1998-2003,1998-2003,,EUR,1998,2003,Europe,,,,,TUR,Turkey,,53.9,53.90000,,,,,"DHS 2003.  Hacettepe University Institute of Population Studies [Turkey]. Turkey Demographic and Health Survey, 2003. Ankara, Turkey: Hacettepe University Institute of Population Studies [Turkey], Ministry of Health General Directorate of Mother and Child Health and Family Planning [Turkey], State Planning Organization, European Union; 2004. "
158,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2003-2008,2003-2008,,EUR,2003,2008,Europe,,,,,TUR,Turkey,,73.7,73.70000,,,,,"DHS 2008.  Hacettepe University Institute of Population Studies. Turkey Demographic and Health Survey, 2008. Ankara, Turkey: Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Ministry Undersecretary of State Planning Organization, TÜBİTAK; 2009."
159,WHS6_100,Radiotherapy units (per 1 000 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2441,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,2,,,,,,
160,MEDS5070100,Legal provisions control promoting and advertising of prescription medicine,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2287,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
161,MEDS5070300,Ban on Direct to Consumer Pharmaceutical Advertising,,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
162,MEDS5080100,Legal provisions exist requiring authorization for conducting Clinical Trials by the MRA,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2310,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
163,MEDS5090300,Annual consumption of Morphine (mg/capita),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2289,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,6934000,6934000.00000,,,,,
164,MEDS6010102,Children <5 years receive free medicines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2293,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
165,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,10.71,10.71000,,,,,
166,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,37.35,37.35000,,,,,
167,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,30.06,30.06000,,,,,
168,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,6.88,6.88000,,,,,
169,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,TUR,Turkey,,10426,10426.00000,,,,,
170,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1973,1973,,EUR,1973,1973,Europe,,,,,TUR,Turkey,,11025,11025.00000,,,,,
171,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1974,1974,,EUR,1974,1974,Europe,,,,,TUR,Turkey,,8479,8479.00000,,,,,
172,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1975,1975,,EUR,1975,1975,Europe,,,,,TUR,Turkey,,11021,11021.00000,,,,,
173,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,TUR,Turkey,,18869,18869.00000,,,,,
174,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,21547,21547.00000,,,,,
175,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,23813,23813.00000,,,,,
176,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,24160,24160.00000,,,,,
177,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,62035,62035.00000,,,,,
178,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,67514,67514.00000,,,,,
179,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,79441,79441.00000,,,,,
180,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,89540,89540.00000,,,,,
181,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,18580,18580.00000,,,,,
182,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,1560,1560.00000,,,,,
183,HRH_17,Number of medical assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4547,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,10740,10740.00000,,,,,
184,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,27920,27920.00000,,,,,
185,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,9860,9860.00000,,,,,
186,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,9700,9700.00000,,,,,
187,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,8760,8760.00000,,,,,
188,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,20640,20640.00000,,,,,
189,WHS4_111,Antenatal care coverage - at least one visit (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/81,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,92.0,92.00000,,,,,
190,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,104475,104475.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
191,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,97110,97110.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
192,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,108402,108402.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
193,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,94466,94466.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
194,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,TUR,Turkey,,41271,41271.00000,,,,,
195,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,TUR,Turkey,,15880,15880.00000,,,,,
196,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,13454,13454.00000,,,,,
197,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,TUR,Turkey,,13890,13890.00000,,,,,
198,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,TUR,Turkey,,25665,25665.00000,,,,,
199,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,TUR,Turkey,,27805,27805.00000,,,,,
200,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,TUR,Turkey,,21982,21982.00000,,,,,
201,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,TUR,Turkey,,19127,19127.00000,,,,,
202,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,25201,25201.00000,,,,,
203,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,26089,26089.00000,,,,,
204,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,11602,11602.00000,,,,,
205,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,TUR,Turkey,,12059,12059.00000,,,,,
206,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,27012,27012.00000,,,,,
207,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,24778,24778.00000,,,,,
208,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,27199,27199.00000,,,,,
209,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,TUR,Turkey,,15201,15201.00000,,,,,
210,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,TUR,Turkey,,14567,14567.00000,,,,,
