index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
103,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,41840.0,41840.00000,,,,,"Includes Generalist medical practitioners. Data source: WHO/Europe  Hlth-Res-DB,  November 2019"
104,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,41401.0,41401.00000,,,,,"Includes Generalist medical practitioners. Data source: WHO/Europe  Hlth-Res-DB,  November 2019"
105,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,41040.0,41040.00000,,,,,"Includes Generalist medical practitioners. Data source: WHO/Europe  Hlth-Res-DB,  November 2019"
106,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,41542.0,41542.00000,,,,,"Includes Generalist medical practitioners. Data source: WHO/Europe  Hlth-Res-DB,  November 2019"
107,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,44646.0,44646.00000,,,,,"Includes Generalist medical practitioners. Data source: WHO/Europe  Hlth-Res-DB,  November 2019"
108,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,46107.0,46107.00000,,,,,"Includes Generalist medical practitioners. Data source: OECD Health Data, accessed November 2019"
109,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5316,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,47999.0,47999.00000,,,,,"Includes Generalist medical practitioners. Data source: OECD Health Data, accessed November 2019"
110,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1980.0,1980,,EUR,Europe,,TUR,1980,1980,Turkey,,,,,16699.0,16699.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
111,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1981.0,1981,,EUR,Europe,,TUR,1981,1981,Turkey,,,,,17667.0,17667.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
112,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1982.0,1982,,EUR,Europe,,TUR,1982,1982,Turkey,,,,,18699.0,18699.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
113,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1983.0,1983,,EUR,Europe,,TUR,1983,1983,Turkey,,,,,19140.0,19140.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
114,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,,,,20031.0,20031.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
115,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,,,,20878.0,20878.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
116,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,,,,21023.0,21023.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
117,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,,,,21411.0,21411.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
118,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,,,,22318.0,22318.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
119,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,,,,23750.0,23750.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
120,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,24900.0,24900.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
121,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,26337.0,26337.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
122,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,25587.0,25587.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
123,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,24482.0,24482.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
124,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,25670.0,25670.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
125,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,,,,26943.0,26943.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
126,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,28245.0,28245.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
127,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,,,,29473.0,29473.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
128,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,31024.0,31024.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
129,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,,,,33505.0,33505.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
130,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,57528.0,57528.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
131,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,,,,60474.0,60474.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
132,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,61659.0,61659.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
133,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,64014.0,64014.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
134,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,,,,66001.0,66001.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
135,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,67760.0,67760.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
136,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,69332.0,69332.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
137,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,72086.0,72086.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
138,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,75551.0,75551.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
139,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,80661.0,80661.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
140,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,,,,82370.0,82370.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
141,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,84189.0,84189.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
142,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,88371.0,88371.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
143,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,92735.0,92735.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
144,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,94074.0,94074.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
145,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,96613.0,96613.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
146,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,98720.0,98720.00000,,,,,"Includes Specialist medical practitioners. Data source: OECD Health Data, accessed November 2019"
147,HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5317,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,101998.0,101998.00000,,,,,"Includes Specialist medical practitioners. Data source: OECD Health Data, accessed November 2019"
148,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,5.641,5.64100,,,,,
149,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,6.149,6.14900,,,,,
150,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,6.295,6.29500,,,,,
151,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,6.401,6.40100,,,,,
152,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,6.185,6.18500,,,,,
153,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,,,,6.762,6.76200,,,,,
154,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,6.554,6.55400,,,,,
155,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,,,,6.664,6.66400,,,,,
156,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,6.695,6.69500,,,,,
157,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,,,,6.626,6.62600,,,,,
158,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,6.577,6.57700,,,,,
159,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,,,,17.806,17.80600,,,,,
160,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,17.48,17.48000,,,,,
161,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,17.574,17.57400,,,,,
162,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,,,,17.756,17.75600,,,,,
163,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,17.926,17.92600,,,,,
164,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,18.487,18.48700,,,,,
165,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,20.384,20.38400,,,,,
166,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,20.958,20.95800,,,,,
167,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,21.667,21.66700,,,,,
168,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,,,,22.829,22.82900,,,,,
169,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,24.085,24.08500,,,,,
170,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,25.234,25.23400,,,,,
171,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,25.416,25.41600,,,,,
172,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,25.284,25.28400,,,,,
173,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,26.218,26.21800,,,,,
174,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,25.731,25.73100,,,,,
175,HWF_0006,Nursing and midwifery personnel (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5319,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,27.107,27.10700,,,,,
176,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1975.0,1975,,EUR,Europe,,TUR,1975,1975,Turkey,,,,,12975.0,12975.00000,,,,,
177,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,,,,13873.0,13873.00000,,,,,
178,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,,,,16785.0,16785.00000,,,,,
179,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,,,,16219.0,16219.00000,,,,,
180,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,,,,15904.0,15904.00000,,,,,
181,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1980.0,1980,,EUR,Europe,,TUR,1980,1980,Turkey,,,,,15880.0,15880.00000,,,,,
182,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1981.0,1981,,EUR,Europe,,TUR,1981,1981,Turkey,,,,,13890.0,13890.00000,,,,,
183,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1982.0,1982,,EUR,Europe,,TUR,1982,1982,Turkey,,,,,13454.0,13454.00000,,,,,
184,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1983.0,1983,,EUR,Europe,,TUR,1983,1983,Turkey,,,,,14570.0,14570.00000,,,,,
185,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,,,,15536.0,15536.00000,,,,,
186,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,,,,17987.0,17987.00000,,,,,
187,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,,,,19127.0,19127.00000,,,,,
188,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,,,,21982.0,21982.00000,,,,,
189,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,,,,25665.0,25665.00000,,,,,
190,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,,,,27805.0,27805.00000,,,,,
191,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,30415.0,30415.00000,,,,,
192,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,33724.0,33724.00000,,,,,
193,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,35096.0,35096.00000,,,,,
194,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,36263.0,36263.00000,,,,,
195,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,35604.0,35604.00000,,,,,
196,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,,,,39551.0,39551.00000,,,,,
197,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,38945.0,38945.00000,,,,,
198,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,,,,40230.0,40230.00000,,,,,
199,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,41059.0,41059.00000,,,,,
