index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
82,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,67.0,67.00000,,,,,
83,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,62.0,62.00000,,,,,
84,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,37.0,37.00000,,,,,
85,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,57.0,57.00000,,,,,
86,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,25.0,25.00000,,,,,
87,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,37.0,37.00000,,,,,
88,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,30.0,30.00000,,,,,
89,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,50.0,50.00000,,,,,
90,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,65.0,65.00000,,,,,
91,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,41.0,41.00000,,,,,
92,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,28.0,28.00000,,,,,
93,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,19.0,19.00000,,,,,
94,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,23.0,23.00000,,,,,
95,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,53.0,53.00000,,,,,
96,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,44.0,44.00000,,,,,
97,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,65.0,65.00000,,,,,
98,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,91.0,91.00000,,,,,
99,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,62.0,62.00000,,,,,
100,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,51.0,51.00000,,,,,
101,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,33.0,33.00000,,,,,
102,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,23.0,23.00000,,,,,
103,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,43.0,43.00000,,,,,
104,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,35.0,35.00000,,,,,
105,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,55.0,55.00000,,,,,
106,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,56.0,56.00000,,,,,
107,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,49.0,49.00000,,,,,
108,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,30.0,30.00000,,,,,
109,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,48.0,48.00000,,,,,
110,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,22.0,22.00000,,,,,
111,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,29.0,29.00000,,,,,
112,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,23.0,23.00000,,,,,
113,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,39.0,39.00000,,,,,
114,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,52.0,52.00000,,,,,
115,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,34.0,34.00000,,,,,
116,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,21.0,21.00000,,,,,
117,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,16.0,16.00000,,,,,
118,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,14.0,14.00000,,,,,
119,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,36.1,36.10000,,,,,
120,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,47.3,47.30000,,,,,
121,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,19.5,19.50000,,,,,
122,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,38.8,38.80000,,,,,
123,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,74.2,74.20000,,,,,
124,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,83.9,83.90000,,,,,
125,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,18.8,18.80000,,,,,
126,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,26.2,26.20000,,,,,
127,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,47.0,47.00000,,,,,
128,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,66.5,66.50000,,,,,
129,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,75.8,75.80000,,,,,
130,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,42.6,42.60000,,,,,
131,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,52.1,52.10000,,,,,
132,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,26.8,26.80000,,,,,
133,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,41.7,41.70000,,,,,
134,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,76.6,76.60000,,,,,
135,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,92.7,92.70000,,,,,
136,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,19.0,19.00000,,,,,
137,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,34.7,34.70000,,,,,
138,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,43.5,43.50000,,,,,
139,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,59.7,59.70000,,,,,
140,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,84.7,84.70000,,,,,
141,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,49.0,49.00000,,,,,
142,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,59.7,59.70000,,,,,
143,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,28.3,28.30000,,,,,
144,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,47.8,47.80000,,,,,
145,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,83.7,83.70000,,,,,
146,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,92.4,92.40000,,,,,
147,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,27.0,27.00000,,,,,
148,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,43.3,43.30000,,,,,
149,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,63.3,63.30000,,,,,
150,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,72.5,72.50000,,,,,
151,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,87.1,87.10000,,,,,
152,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,76.1,76.10000,,,,,
153,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,87.4,87.40000,,,,,
154,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,59.4,59.40000,,,,,
155,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,84.1,84.10000,,,,,
156,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,98.1,98.10000,,,,,
157,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,98.8,98.80000,,,,,
158,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,67.1,67.10000,,,,,
159,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,83.0,83.00000,,,,,
160,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,90.5,90.50000,,,,,
161,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,96.2,96.20000,,,,,
162,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,99.0,99.00000,,,,,
