index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
351,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.75,0.74508,0.47573,1.04777,,,
352,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.60,1.60187,1.21326,2.03134,,,
353,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.06,0.05503,0.03393,0.07679,,,
354,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.83,0.82668,0.51998,1.1496,,,
355,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
356,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.72,0.71611,0.44428,0.99659,,,
357,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.59,1.58554,1.17563,2.03829,,,
358,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.04,0.04274,0.02729,0.05894,,,
359,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.85,0.85055,0.5283,1.20825,,,
360,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
361,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.64,0.64038,0.40568,0.89549,,,
362,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.53,1.53172,1.11628,1.96415,,,
363,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.04,0.04078,0.02334,0.05785,,,
364,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.85,0.85390,0.51833,1.19961,,,
365,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
366,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.58,0.57951,0.33519,0.79678,,,
367,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.48,1.47903,1.06223,1.90401,,,
368,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.05,0.04562,0.02681,0.06406,,,
369,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.83,0.82746,0.46861,1.14997,,,
370,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
371,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.49,0.49470,0.32539,0.6851,,,
372,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.39,1.38883,1.00209,1.75111,,,
373,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.07,0.06666,0.04141,0.09198,,,
374,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.82,0.82348,0.49763,1.13089,,,
375,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
376,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.51,0.51077,0.30338,0.70559,,,
377,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.39,1.39242,1.01154,1.74562,,,
378,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.06,0.05817,0.03713,0.08058,,,
379,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.85,0.85123,0.53273,1.19421,,,
380,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
381,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.46,0.45924,0.27498,0.63359,,,
382,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.37,1.36658,0.97353,1.75764,,,
383,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.06,0.05612,0.03529,0.07873,,,
384,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.92,0.92127,0.56078,1.27997,,,
385,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
386,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.50,0.49522,0.28749,0.68766,,,
387,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.51,1.50679,1.10899,1.91275,,,
388,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.09,0.09030,0.05692,0.12695,,,
389,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.91,0.90709,0.54211,1.22131,,,
390,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
391,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.51,0.50561,0.31397,0.70877,,,
392,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.52,1.52049,1.1167,1.90763,,,
393,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.11,0.10780,0.0665,0.15167,,,
394,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.89,0.89219,0.54213,1.2511,,,
395,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
396,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.53,0.52685,0.32466,0.72303,,,
397,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.56,1.55584,1.14716,1.94887,,,
398,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.14,0.13680,0.08315,0.19098,,,
399,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.88,0.88046,0.51642,1.24508,,,
400,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
401,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.58,0.57899,0.35391,0.79949,,,
402,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.59,1.59351,1.17349,2.01788,,,
403,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.13,0.13406,0.08323,0.18807,,,
404,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.94,0.93768,0.59037,1.30201,,,
405,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
406,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.53,0.53264,0.34233,0.71363,,,
407,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.60,1.60013,1.19911,2.02755,,,
408,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.13,0.12981,0.08294,0.18576,,,
409,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.82,0.81555,0.50088,1.14873,,,
410,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
411,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.51,0.50644,0.3038,0.70931,,,
412,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.46,1.46171,1.06899,1.83983,,,
413,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.14,0.13971,0.08355,0.19588,,,
414,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.86,0.86376,0.53361,1.18431,,,
415,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
416,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.50,0.50027,0.30249,0.69535,,,
417,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.50,1.50192,1.1313,1.87754,,,
418,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.14,0.13789,0.08597,0.19617,,,
419,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.82,0.82027,0.50985,1.11299,,,
420,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
421,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.47,0.47357,0.28805,0.66019,,,
422,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.43,1.43238,1.04562,1.79704,,,
423,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.14,0.13854,0.08105,0.19201,,,
424,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.80,0.79836,0.48154,1.11383,,,
425,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
426,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.42,0.41636,0.27483,0.58511,,,
427,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.38,1.37905,1.03446,1.74607,,,
428,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.16,0.16434,0.09995,0.2299,,,
429,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.79,0.78992,0.49308,1.087,,,
430,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,0.0,0.0,,,
431,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.44,0.44143,0.27669,0.61715,,,
432,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.38,1.38028,1.03283,1.72606,,,
